item_id,claim_index,question,claim,cited_evidence,entailment(supported|partial|unsupported),relevance(answers|related|off_topic),note
B2-MH-1870a8ad1aba,1,"Which company, the subject of a class action antitrust suit reported by TechCrunch for its alleged detrimental impact on news publishers' revenues, also invested $26.3 billion in 2021 to maintain its status as the preferred search engine on various devices and platforms, and has compared its Gemini Pro's performance to that of OpenAI's GPT-3.5?",Google invested $26.3 billion in 2021 to maintain its status as the preferred search engine on various devices and platforms.,"Google argues that it’s just doing business. Everybody wants Google as the default engine because it’s the best. That doesn’t make its actions illegal, the company says.


Monday’s trial hearing revealed plenty of juicy tidbits, including the $26.3 billion Google spent making itself the default search engine across platforms in 2021, how Google tried to take it further and have Chrome preinstalled on iPhones and more.


Google paid $26 billion in 2021 to be everyone’s default search engine


---
In our last roundup, we learned how Google spent $26.3 billion in 2021 making itself the default search engine across platforms and how Google tried to have Chrome preinstalled on iPhones. Over the past couple of weeks, more of the inner workings of Google has come to light, including some of the search engine’s most lucrative search queries, what the revenue-share agreements between Google and Android OEMs look like and why Expedia has a bone to pick with Google.


Before we go into some of these tidbits…


Why the Google vs. U.S. antitrust case matters


---
When Google’s search head Prabhakar Raghavan testified in court on October 28, he revealed that the tech giant had paid $26.3 billion in 2021 to multiple browsers, phones and platforms, from companies including Apple, Samsung and Mozilla, The Verge reports.


About $18 billion of that total amount went directly to Apple, according to a New York Times report published earlier this month. Google has had its deal with Apple in place since 2003.

",,,
B2-MH-1870a8ad1aba,2,"Which company, the subject of a class action antitrust suit reported by TechCrunch for its alleged detrimental impact on news publishers' revenues, also invested $26.3 billion in 2021 to maintain its status as the preferred search engine on various devices and platforms, and has compared its Gemini Pro's performance to that of OpenAI's GPT-3.5?","Google is the subject of a class action antitrust suit reported by TechCrunch for its alleged detrimental impact on news publishers' revenues, citing AI technologies like Google’s Search Generative Experience (SGE) and Bard AI chatbot as worsening the problem.","# News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line


Source: TechCrunch · Author: Sarah Perez · Published: 2023-12-15T17:56:02+00:00 · Category: technology


---
A new class action lawsuit filed this week in the U.S. District Court in D.C. accuses Google and parent company Alphabet of anticompetitive behavior in violation of U.S. antitrust law, the Sherman Act, and others, on behalf of news publishers. The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means. It also specifically cites new AI technologies like Google’s Search Generative Experience (SGE) and Bard AI chatbot as worsening the problem.

",,,
B2-MH-1870a8ad1aba,3,"Which company, the subject of a class action antitrust suit reported by TechCrunch for its alleged detrimental impact on news publishers' revenues, also invested $26.3 billion in 2021 to maintain its status as the preferred search engine on various devices and platforms, and has compared its Gemini Pro's performance to that of OpenAI's GPT-3.5?",Google compared its Gemini Pro's performance to that of OpenAI's GPT-3.5.,"Using an automated method to algorithmically change the context of prompts until Gemini Pro’s guardrails failed, AI security researchers at Robust Intelligence, a startup selling model-auditing tools, managed to get Gemini Pro to suggest ways to steal from a charity and assassinate a high-profile individual (albeit with “nanobots” — admittedly not the most realistic weapon of choice).


Now, Gemini Pro isn’t the most capable version of Gemini — that model, Gemini Ultra, is set to launch sometime next year in Bard and other products. Google compared the performance of Gemini Pro to GPT-4’s predecessor, GPT-3.5, a model that’s around a year old.

",,,
B2-MH-106247365877,1,"Between the report by TechCrunch on October 30, 2023, about Meta offering an ad-free subscription in Europe and The Verge's article on November 12, 2023, discussing the state of Tumblr, which news source indicates a change in the experience for Meta's users with multiple accounts? TechCrunch or The Verge?",TechCrunch报道了Meta在欧洲提供无广告订阅服务，这将影响拥有多个账户的用户。,"# Meta to offer ad-free subscription in Europe in bid to keep tracking other users


Source: TechCrunch · Author: Natasha Lomas · Published: 2023-10-30T13:52:00+00:00 · Category: technology


Meta is to offer an ad-free subscription version of Facebook and Instagram in the European Union, EEA (European Economic Area) and Switzerland, confirming the core of a report in the WSJ earlier this month. The new ad-free subscription will be available from next month, per a Meta blog post.


---
Per Meta’s blog post, the fee it plans to charge users to escape its tracking and targeting (i.e. the ad-free subscription) is €9.99/month on web or €12.99/month on iOS or Android per linked Facebook and Instagram accounts in a user’s Accounts Center. After March 1, 2024 it also says an additional fee — of €6/month on web and €8/month on iOS or Android — will apply for each additional account listed in a user’s Account Center.


So the cost for using Meta’s services without being tracked and profiled could quickly stack up for anyone with more than one account on Meta’s social networks.

",,,
B1-MH-09a87ec62327,1,"Does the TechCrunch article suggest that Deft is maintaining the status quo in user behavior regarding e-commerce search, while The Verge article indicates that Apple has not sought an alternative to Google as the default search engine on its devices?",The TechCrunch article suggests that Deft is maintaining the status quo in user behavior regarding e-commerce search.,"# Deft is building e-commerce search to help you find the right product quickly


Source: TechCrunch · Author: Ivan Mehta · Published: 2023-11-03T13:00:14+00:00 · Category: technology


E-commerce search startup Deft is releasing a multimodal search function for users to get better results. The company, which opened its service to beta users in May, has rolled out the new search experience so users don’t have to describe the item in words.


---
“Users’ natural behavior for search is to follow the path of least resistance, i.e. most people just pick up their phone and just use the default search engine. For Deft to change that behavior, they will need to create a high-value proposition,” he said.


Amir Konigsberg, an investor and founder of e-commerce search startup Twiggle (which shut down), said his startup wanted to solve ChatGPT-type interactions in the shopping world. He said that the main problem for startups in this space is the go-to-market strategy and fundraising.

",,,
B1-MH-09a87ec62327,2,"Does the TechCrunch article suggest that Deft is maintaining the status quo in user behavior regarding e-commerce search, while The Verge article indicates that Apple has not sought an alternative to Google as the default search engine on its devices?",The Verge article does not provide information about Apple's default search engine on its devices.,"Given that it’s building a search solution for e-commerce, Deft already faces challenges from Amazon and Google. In September, Amazon updated its visual search feature that lets users snap a photo of a product and search for similar items on the platform. Google released its multi-search feature last year that lets users fuse images and text. Separately, Deft will also face competition from other startups like Objective, a Matrix Partners-backed startup building an API platform for multimodal search.


Caroline Casson, a partner at Vitalize Venture Capital and an investor in Deft, believes the startup has an edge because of its knowledge graph for products.


---
The startup said it is on track to hit 50,000 monthly active users by the end of this year. While co-founders didn’t reveal the exact search volume the product is catering to, they said Deft is seeing “tens of thousands” of searches every week. They added that people using Deft for the second time do more searches than their first visit.


The team also noted that it has a conversion rate that is five times higher — a measure of people buying the product versus seeing it — compared to the standard e-commerce rate, which is around 2-3%, according to various estimates.


---
“Users’ natural behavior for search is to follow the path of least resistance, i.e. most people just pick up their phone and just use the default search engine. For Deft to change that behavior, they will need to create a high-value proposition,” he said.


Amir Konigsberg, an investor and founder of e-commerce search startup Twiggle (which shut down), said his startup wanted to solve ChatGPT-type interactions in the shopping world. He said that the main problem for startups in this space is the go-to-market strategy and fundraising.

",,,
B1-MH-00ad7107c8d0,1,"Which company is at the center of critiques from 'The Verge' for altering internet navigation, is accused by Megan Grey in 'The Age' of manipulating search results for profit, and is the subject of a class action antitrust suit reported by 'TechCrunch' for harming news publishers' revenues?","The company at the center of critiques from 'The Verge' for altering internet navigation, is accused by Megan Grey in 'The Age' of manipulating search results for profit, and is the subject of a class action antitrust suit reported by 'TechCrunch' for harming news publishers' revenues is Google.","A new class action lawsuit filed this week in the U.S. District Court in D.C. accuses Google and parent company Alphabet of anticompetitive behavior in violation of U.S. antitrust law, the Sherman Act, and others, on behalf of news publishers. The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means. It also specifically cites new AI technologies like Google’s Search Generative Experience (SGE) and Bard AI chatbot as worsening the problem.


---
Grey herself is a former vice-president at DuckDuckGo, a privacy-focused company founded explicitly to counter giants such as Google. She admits that she may have misinterpreted the evidence, but maintains that Google manipulates Search to maximise ad revenue. So what does Google say? In a post on X, Google’s official search liaison, Danny Sullivan, said ad systems do not affect the organic results, i.e. the list of blue links in search results that are not sponsored. “Ad keyword matching is a long-standing and well-known process that is designed to connect people to relevant ads. A separate process, which has nothing to do with ads, is used to match organic results to a query,” he said. “It
---
In the complaint, Helena World Chronicle, which owns and publishes two weekly newspapers in Arkansas, argues that Google is “starving the free press” by sharing publishers’ content on Google, losing them “billions of dollars.”


In addition to new AI technologies, the suit points to Google’s older question-and-answer technologies, like the “Knowledge Graph” launched in May 2012, as part of the problem.


---
# News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line


Source: TechCrunch · Author: Sarah Perez · Published: 2023-12-15T17:56:02+00:00 · Category: technology


---
The case also arrives alongside the filing of the U.S. Justice Department’s lawsuit against Google for monopolizing digital ad technologies, and references the 2020 Justice Department’s civil antitrust suit over search and search advertising (which are different markets from digital ad technologies in the more recent suit).


“The anticompetitive effects of Google’s scheme cause profound harm to competition, to consumers, to labor, and to a democratic free press,” reads an announcement posted to the website of the law firm handling the case, Hausfeld.


---
The case points to other concerns, too, like changing AdSense rates and evidence of improper spoliation of evidence on Google’s part, by its destruction of chat messages — an issue raised in the recent Epic Games lawsuit against Google over app store antitrust issues, which Epic won.


In addition to damages, the suit is asking for an injunction that would require Google to obtain consent from publishers to use their website data to train its general artificial intelligence products including Google’s own and those of rivals. It also asks Google to allow publishers who opt out of SGE to still show up in Google search results, among other things.

",,,
B1-MH-077feb9c180a,1,"Between the Sporting News report on Caesars Sportsbook's promotional offer in Vermont and the CBSSports.com report on Caesars Sportsbook's new customer offer, was there agreement in the bonus bet amount being offered to new customers if their first bet loses?","Between the Sporting News report on Caesars Sportsbook's promotional offer in Vermont and the CBSSports.com report, there was agreement that new customers would receive up to a $1,000 Bonus Bet if their first bet loses.","Vermont's new sports betting law allows for as many as six online sportsbooks, and while we know of a few of these we're still waiting to find out which ones go live in the state. Here are a couple of other online sports betting sites that are thriving in other states, one or both of which could potentially come to Vermont eventually.


Caesars Vermont promo code


Caesars Sportsbook has become one of the most popular online sportsbooks in the US in several states, and it should prove a favorite in Vermont as well. We expect Caesars to offer the same offer in VT is has elsewhere, with new sign-ups eligible to receive up to a $1,000 Bonus Bet if their first bet loses.


---
Use our Caesars Sportsbook promo code NEWS1000 to register a new Caesars account and claim a First Bet bonus of up to $1,000.


To claim this top-notch welcome offer, click our Caesars Sportsbook promo code link and sign up for a new Caesars account. Be sure Caesars Sportsbook promo code NEWS1000 is entered when prompted. Then make your first deposit ($10 minimum).


After that, place your first Caesars Sportsbook bet and if it loses you’ll get the amount of that wager (up to $1,000) as a single bonus bet.


Get up to $1,200 in bonuses for Eagles vs. Seahawks Monday Night Football with our DraftKings promo code link


---
Caesars covers wide range of markets and different bet types while also featuring a terrific live betting platform. The site offers frequent odds boosts and other bonuses, and new sign-ups also get to join the famed Caesars Rewards program that can earn them more site bonuses among other benefits.


Here are details explaining how the Caesars Sportsbook welcome offer works:


When registering your new Caesars Sportsbook account, enter the bonus code NEWS1000 .


. Place a first bet within 30 days and if it loses, receive back the equivalent amount in the form of a Bonus Bet worth up to $1,000 .

",,,
B2-MH-1aff1bc11ab7,1,"Does the 'Fortune' article suggest that Sam Bankman-Fried's actions regarding the management of FTX and customer funds at Alameda Research were based on deceit and misuse, similarly to the allegations of fraud for personal gain mentioned in the 'TechCrunch' article?",The 'Fortune' articles suggest that Sam Bankman-Fried's actions regarding the management of FTX and customer funds at Alameda Research were based on deceit and misuse.,"Bankman-Fried, the founder of FTX and Alameda Research, is facing seven counts of criminal charges: two counts of wire fraud, and five counts of conspiracy charges. FTX was a failed cryptocurrency exchange founded in 2019. According to a now-deleted profile from FTX investors Sequoia Capital, FTX was founded because of Bankman-Fried’s frustration with other exchanges when he was running Alameda Research, his crypto trading firm. According to the SEC, FTX was a fraud “from the start,” diverting customers’ funds to Alameda.


---
Sam Bankman-Fried, the founder of failed cryptocurrency exchange FTX, is on trial for seven counts of wire fraud and conspiracy. FTX was a fraud “from the start,” the Securities and Exchange Commission alleges — with a “multi-billion-dollar deficiency caused by his own misappropriation of customer funds.” Follow along for all the latest news and regular updates from the trial.


Who was making decisions to spend $8 billion of customer funds? Bankman-Fried couldn’t recall knowing anything about it. Were there rules or requirements for how money borrowed from FTX would be returned? Were there rules for risk management? “I was concerned with overall risk management,” Bankman-Fried said.


---
The indictment also says that there were special features in FTX’s code that “permitted Alameda to spend and withdraw unlimited amounts of money from FTX,” which were created at Bankman-Fried’s direction. That effectively exempted Alameda from the kinds of risk management other customers faced. At the same time, the government alleges, “Bankman-Fried publicly and repeatedly asserted that Alameda did not have privileged access to FTX.”


---
Customer funds were also used when Bankman-Fried bought back FTX shares from Binance, an early investor, in the summer of 2021. Bankman-Fried told Ellison it was “really important,” otherwise “Binance would do things to mess with FTX.” Ellison says she told him Alameda didn’t have the money. So Bankman-Fried took $1 billion of FTX customer funds to buy out Binance, the first time Ellison recalled an amount that large. It was Bankman-Fried’s decision, she said, as he was the CEO of FTX.


FTT was one of several “Sam coins”

",,,
B2-MH-14f83bb6b441,1,"Who is the individual whose alleged fraudulent activities led to the success of a crypto exchange, persuaded a former colleague from Jane Street to join his ventures, and is facing charges of fraud and conspiracy according to reports from both Fortune and TechCrunch?","Sam Bankman-Fried's alleged fraudulent activities led to the success of a crypto exchange, persuaded a former colleague from Jane Street to join his ventures, and he is facing charges of fraud and conspiracy according to reports.","Also, sometimes when Bankman-Fried says “we,” he only means himself.


Sam Bankman-Fried, the founder of failed cryptocurrency exchange FTX, has been found guilty on seven counts including charges of wire fraud. FTX was a fraud “from the start,” the Securities and Exchange Commission alleged — with a “multi-billion-dollar deficiency caused by his own misappropriation of customer funds.” Follow along for all the latest news and regular updates from the trial.


---
Two of Sam Bankman-Fried's former friends from MIT, who also worked at crypto exchange FTX while living with the company's founder in the Bahamas, took the stand in a Manhattan courtroom this week to testify against their former classmate, confidant, and boss — a man who allegedly ran a crypto empire that defrauded thousands of customers out of billions of dollars. Gary Wang, the lesser-known co-founder of FTX, was asked by Assistant U.S. Attorney Nicolas Roos on Thursday, ""Did you commit financial crimes while working at FTX?"" ""Yes,"" responded Wang. He said that his crimes, including wire and commodities fraud, were carried out with the help of Bankman-Fried, FTX ex-engineering head Nishad ",,,
B2-MH-10a673817f1b,1,"Between the report by The Verge on Google's impact on the internet's appearance published on November 1, 2023, and the TechCrunch article discussing the class action antitrust suit against Google published on December 15, 2023, was there a change in the portrayal of Google's influence on the internet and its stakeholders?","Between November 1, 2023, and December 15, 2023, there was a change in the portrayal of Google's influence on the internet and its stakeholders.","# News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line


Source: TechCrunch · Author: Sarah Perez · Published: 2023-12-15T17:56:02+00:00 · Category: technology


---
The lawsuit stems from a 2020 antitrust claim over Google’s dominance in the online search market. The claim is separate from one filed in January by the Department of Justice, along with eight states including New York, California and Colorado, that aims to “halt Google’s anticompetitive scheme, unwind Google’s monopolistic grip on the market and restore competition to digital advertising.”


The government has argued that Google uses its platforms and deals with partners to block out any competition in search or advertising, thus hindering competitors from accessing the data they’d need to improve their products.

",,,
